Category,Code,Offence description,Statute
Public Order and Harassment,12555,Leaving a vehicle or permitting a vehicle to remain at rest on a road in contravention of a prohibition or restriction,Terrorism Act 2000 SS.48 and 51(1)
Public Order and Harassment,12556,Wilfully obstructing or seeking to frustrate the object of a search in a cordoned area,Terrorism Act 2000 Sch.5(1-3)
Public Order and Harassment,12557,Breach of a Parenting Order; Failure to comply with any requirement of Parenting Order,Sentencing Act 2020 S.375(1) & (2); Crime & Disorder Act 1998 S.9(7)
Public Order and Harassment,12558,"Racially aggravated harassment, alarm or distress - Public Order Act 1986",Public Order Act 1986 S.5
Public Order and Harassment,12559,Failure to comply with requirements of Football Banning Order,Football Spectators Act 1989 S.14J
Public Order and Harassment,12560,Failure to comply with Notice under S.21B Football Spectators Act 1989,Football Spectators Act 1989 S.21C
Public Order and Harassment,12561,"Religiously aggravated harassment, alarm or distress - Public Order Act 1986 & Crime and Disorder Act 1998",Public Order Act 1986 S.4A as added by Crime and Disorder Act 1998 S.31(1)(c) and (5)
Public Order and Harassment,12562,"Offences under Summary Regulations made under Part 8 of Anti-Terrorism, Crime and Security Act 2001","Anti-Terrorism, Crime and Security Act 2001 S.77(2)(d) and (3)(b)"
Public Order and Harassment,12563,"Racially or religiously aggravated harassment, alarm or distress - Public Order Act 1986 & Crime and Disorder Act 1998",Public Order Act 1986 S.4A as added by Crime and Disorder Act 1998 S.31(1)(c) and (5)
Public Order and Harassment,12564,Committing an offence knowing that a direction under S.63(2) applies to him and making preparations for or attending a gathering (rave) within 24 hours starting when the direction was given,Criminal Justice & Public Order Act 1986 S.63 (7A) and (7B) as added by Anti-Social Behaviour Act 2003 S.58
Public Order and Harassment,12565,Failure to leave relevant land as soon as reasonably practicable or entering any land in area of relevant local authority as a trespasser before end of relevant period with the intention of residing there,Criminal Justice & Public Order Act 1986 S.62B as added by Anti-Social Behaviour Act 2003 S.61
Public Order and Harassment,12566,Intentionally obstructing a person delivering a notice setting out the terms of the control order in accordance with S.7(9),Prevention of Terrorism Act 2005
Public Order and Harassment,12567,Failing to obey a police direction to leave an exclusion area,Serious Organised Crime and Police Act 2005
Public Order and Harassment,12568,Harassment etc. of a person in his home,Criminal Justice and Police Act 2001 as added by Serious Organised Crime and Police Act 2005
Public Order and Harassment,12569,Trespassing on sites designated by order of Secretary of State,Serious Organised Crime and Police Act 2005 S.128
Public Order and Harassment,12570,Organising a demonstration in a public place in a designated area,Serious Organised Crime and Police Act 2005 SS.132 (1)(a) & 136(1)
Public Order and Harassment,12571,"Taking part in a demonstration or carrying out a demonstration alone, without authorisation, in a designated area",Serious Organised Crime and Police Act 2005 SS.132(1)(b) & (c) & 136(2)
Public Order and Harassment,12572,Failure to comply with a condition or diverging from the particulars specified in the authorisation in capacity as an organiser or otherwise,Serious Organised Crime and Police Act 2005 SS.134(7)135(3) & 136(3) (a)&(b)
Public Order and Harassment,12573,"Inciting another to do anything which would constitute an offence mentioned in ss.(1), (2) or (3) or fail to do anything where the failure would cause such an offence - Serious Organised Crime and Police Act 2005 SS.132(1)(a)(b)(c)134(7), 135(3) & 136(4)","Serious Organised Crime and Police Act 2005 SS.132(1)(a)(b)(c)134(7), 135(3) & 136(4)"
Public Order and Harassment,12574,Operating or permitting the operation of a loudspeaker in contravention of ss.(1) [ss.(1) - loudspeaker shall not be operated in designated area] - Serious Organised Crime and Police Act 2005 S.137 (1)&(4),Serious Organised Crime and Police Act 2005 S.137 (1)&(4)
Public Order and Harassment,12575,"Failure to provide information, produce document etc. - Anti-Terrorism, Crime and Security Act 2001","Anti-Terrorism, Crime and Security Act 2001 Sch.3 para. 7(4)&(7)"
Public Order and Harassment,12576,Relevant institution failing to comply with requirement to provide information to the Treasury,Al-Qaida and Taliban (UN Measures) Order 2006 Sch.1 P.2(3)
Public Order and Harassment,12577,Refusing or failing to comply with any request to provide information to or produce document for Treasury,Al-Qaida and Taliban (UN Measures) Order 2006 Sch.1 P.4(a)
Public Order and Harassment,12578,Wilfully obstructing the Treasury in the exercise of their powers under Sch.1 - Al-Qaida and Taliban (UN Measures) Order 2006,Al-Qaida and Taliban (UN Measures) Order 2006 Sch.1 P.4(c)
Public Order and Harassment,12579,Failure to comply with request or obstructing the Treasury in exercise of their powers - Terrorism (UN Measures) Order 2006,Terrorism (UN Measures) Order 2006 AA.2(3) & 13(3); Sch.1 P.4(a) & (c)
Public Order and Harassment,12580,Fail to comply with football banning order requirement under s.51/52 Police Public Order & CJ (Scotland) Act 2006,
Public Order and Harassment,12581,Intentionally obstructing the exercise by a constable of power conferred by SS.7A or 7B or by warrant under S.7C - Prevention of Terrorism Act 2005,Prevention of Terrorism Act 2005 S.9(3A)
Public Order and Harassment,12582,Racially or religiously aggravated harassment or alarm or distress - words or writing,Crime and Disorder Act 1998 S.31(1)(c) & (4)
Public Order and Harassment,12583,Failure of relevant institution to inform Treasury,Terrorist Asset-Freezing etc. Act 2010 - SS.19(5) & 32(4)
Public Order and Harassment,12584,Failure to comply with request for information - Terrorist Asset-Freezing etc. Act 2010,"SS.22(1)(a),(b), (c) or (d) & 32(4)"
Public Order and Harassment,12585,Failure without reasonable excuse to comply with S.143(1) direction - Police Reform and Social Responsibility Act 2011 or Obstruction of Officers etc.,"Police Reform and Social Responsibility Act 2011-S.143(8),"
Public Order and Harassment,12586,Trespassing on sites- Knowingly as a trespasser live/intend to live in residential building,"Legal Aid, Sentencing and Punishment of Offenders Act 2012, S.144"
Public Order and Harassment,12599,Other offences against public order not listed above,
Public Order and Harassment,14500,Intimidation    [Use this code only if you are unable to determine which subcoded Offence applies],
Public Order and Harassment,14501,"Intimidating, annoying, hindering, etc., by violence or otherwise, any person, or wife, or children, with intent to compel him/her to abstain from following a certain course of action",Trade Union and Labour Relations (Consolidations) Act 1992 S.241
Public Order and Harassment,16200,"Disorderly behaviour (including the use of violent, obscene or abusive language)    [Use this code only if you are unable to determine which subcoded Offence applies]",
Public Order and Harassment,16202,Offences which relate to disorderly behaviour in places where the Act has been incorporated with a Local Act,Town Improvement Clauses Act 1847 S.136
Public Order and Harassment,16203,Offences which relate to disorderly behaviour (except offences included under specific heads such as Drunkenness).,Town Police Clauses Act 1847 SS.28 and 29
Public Order and Harassment,16210,Offences against byelaws made under Local Government Act 1972 S.235 and - offences against byelaws made under Municipal Corporation Act 1882 S.23 which relate to disorderly behaviour. Offences against similar provisions in Local Acts and against byelaws made under Local Acts,"Local Government Act 1972 S.235, Municipal Corporation Act 1882 S.23"
Public Order and Harassment,16211,"Offences under Metropolitan Police Acts, and Metropolitan Street Acts - which relate to disorderly behaviour","Metropolitan Police Acts, Metropolitan Street Acts"
Public Order and Harassment,18200,Wandering abroad or being in any street etc to beg or gather alms or causing or procuring any child so to do - Vagrancy Act 1824,Vagrancy Act 1824 S.3 and S.4 so far as it relates to this offence when committed by a person who has been convicted as an idle and disorderly person
Public Order and Harassment,18300,"Sleeping out: Wandering abroad and lodging in any barn, outhouse, deserted or unoccupied building etc or in the open air etc",Vagrancy Act 1824 S.4 as amended by the Vagrancy Act 1935
Public Order and Harassment,19512,Pursue course of conduct in breach of S.1(1) which amounts to stalking - Protection from Harassment Act 1997,Protection from Harassment Act 1997 S.2A(1).
Public Order and Harassment,19541,Offences under Malicious Communications Act 1988 S.1,Malicious Communications Act 1988 S.1
Public Order and Harassment,19590,Unauthorised person selling or otherwise disposing of tickets for a designated football match,Criminal Justice and Public Order Act 1994 S.166 as amended by Violent Crime Reduction Act 2006
Public Order and Harassment,19594,Offence of harassment,Protection from Harassment Act 1997 S.2
Public Order and Harassment,19607,Improper use of public electronic communications network,Communications Act 2003 S.127
Public Order and Harassment,50200,Banning orders made on complaint (SS.14B and 21(B)) and banning orders arising out of offences outside England and Wales (S.22),Football Spectators Act 1989
Public Order and Harassment,06819,Breach of domestic abuse protection order,
Public Order and Harassment,06820,Offences relating to notification requirements of Domesic Abuse Protection Order,
Public Order and Harassment,06823,Intentionally / recklessly cause a public nuisance,
Public Order and Harassment,12587,Fail to stop a vehicle when required to do so by virtue of section 116(3) of Terrorism Act 2000,
Public Order and Harassment,12588,Possess pyrotechnic article at a musical event (Policing and Crime Act 2017),
Public Order and Harassment,12589,Fail to comply with requirement imposed under disclosure order (Criminal Finance Act 2017),
Public Order and Harassment,12590,Publish an image of an item of clothing or other article - terrorism,
Public Order and Harassment,12592,Offences relating one person protests failing to comply with condition,
Public Order and Harassment,12593,Offences relating to the failure to leave land / remove vehicle and returning without permission,
Criminal Damage,Home Office Code,Offence description,Statute
Criminal Damage,05600,Arson    [Use this code only if you are unable to determine which subcoded Offence applies],
Criminal Damage,05601,Arson endangering life,Criminal Damage Act 1971 S.1(2)
Criminal Damage,05602,Arson not endangering life,Criminal Damage Act 1971 S.1(1) [named 'arson' by virtue of Section 1(3)]
Criminal Damage,05700,Unlawfully and maliciously causing explosion likely to endanger life or property. Conspiring to cause explosion likely to endanger life or property,"Explosive Substances Act 1883 S.2 & S.3(1)(a). Malicious Damage Act 1861 SS.35,36, 47 & 48. Criminal Damage Act 1971 S.1(2)"
Criminal Damage,05702,Racially-aggravated criminal damage,
Criminal Damage,05711,Criminal damage endangering life (excluding arson) - ship,
Criminal Damage,05712,Criminal damage endangering life (excluding arson) - railway,
Criminal Damage,05713,Criminal damage endangering life (excluding arson) - aircraft,
Criminal Damage,05714,Criminal damage endangering life (excluding arson) - motor vehicle,
Criminal Damage,05715,Criminal damage endangering life (excluding arson) - dwelling,
Criminal Damage,05716,Criminal damage endangering life (excluding arson) - other building,
Criminal Damage,05717,Criminal damage endangering life (excluding arson) - other,
Criminal Damage,05722,Criminal damage endangering life (excluding arson) - railway,
Criminal Damage,05728,Criminal damage endangering life (excluding arson) - telegraph,
Criminal Damage,05800,Other criminal damage,"Malicious Damage Act 1861 SS.35,36, 47 & 48. Ancient Monuments and Archaeological Area Act 1979 S.28(1). Criminal Damage Act 1971 S.1(1)"
Criminal Damage,05801,Other criminal damage - may be racially aggravated in recent years,Criminal Damage Act 1971 S.1(1) as amended by the Crime and Disorder Act 1998 S.30 (1) & (2).
Criminal Damage,05802,Religiously aggravated other criminal damage,Criminal Damage Act 1971 S.1(1) as amended by the Crime and Disorder Act 1998 S.30(1) & (2).
Criminal Damage,05803,Racially or religiously aggravated other criminal damage,Criminal Damage Act 1971 S.1(1) as amended by the Crime and Disorder Act 1998 S.30 (1) & (2).
Criminal Damage,05804,Racially or religiously aggravated criminal damage,Crime and Disorder Act 1998 S.30 (1) & (2).
Criminal Damage,05805,Destroy property (value of damage £5000 or less - offence against Criminal Damage Act 1971 only) Reclassified,Criminal Damage Act 1971 S.1(1)
Criminal Damage,05900,Threat and possession with intent to commit criminal damage    [Use this code only if you are unable to determine which subcoded Offence applies],
Criminal Damage,05911,Threat,Criminal Damage Act 1971 S.2
Criminal Damage,05912,Possession with intent; Offences against the Person Act 1861 S.64. Possessing or making explosive substance with intent to endanger property,Offences against the Person Act 1861 S.64. Explosive Substances Act 1883 S.3(1)(b)
Criminal Damage,05913,Possessing anything with intent to destroy or damage property,Criminal Damage Act 1971 S.3
Criminal Damage,05914,Manufacture or possession of explosives under suspicious circumstances,Explosive Substances Act 1883 S.4(1)
Criminal Damage,14900,"Criminal Damage, £5,000 or less, and Malicious Damage: Causing damage to an allotment through negligence or any unlawful act; Criminal Damage, £5,000 or less, and Malicious Damage",Allotments Act 1922 S.19; Criminal Damage Act 1971 Sec 1(1); Magistrates' Courts Act 1980 S.22 as amended by Criminal Justice & Public Order Act 1994 S.46
Criminal Damage,05603,Racially aggravated arson (Criminal Damage Act 1971),
Criminal Damage,14901,"Racially aggravated criminal damage to property value under £5,000",
Drunkenness,Home Office Code,Offence description,Statute
Drunkenness,09412,Enter aircraft when drunk / be drunk in aircraft,Air Navigation Order 2016 S.Articles 242(1) and 265(7)
Drunkenness,09943,Drunkenness in aircraft (including drugs),"Air Navigation Order 2000 Articles 65, 122(6) & Sch.12B; Air Navigation (Overseas Territories) Order 2001 A.65122(6) Sch.12 Pt B (SI 2128/2001)"
Drunkenness,14000,"Drunkenness, simple    [Use this code only if you are unable to determine which subcoded Offence applies]",
Drunkenness,14001,"Being found drunk in a highway or other public place, whether a building or not, or on licensed premises",Licensing Act 1872 S.12
Drunkenness,14006,"Drunk in, or when entering, a designated sports event",Sporting Events (Control of Alcohol etc) Act 1985 S.2(2)
Drunkenness,14010,"Drunkenness, simple - offences against similar provisions in Local Acts",
Drunkenness,14011,Alcohol consumption in designated public places,Criminal Justice & Police Act 2001 S.12
Drunkenness,14100,"Drunkenness, with aggravations    [Use this code only if you are unable to determine which subcoded Offence applies]",
Drunkenness,14101,Being guilty while drunk of disorderly behaviour,Criminal Justice Act 1967 S.91
Drunkenness,14102,"Being drunk while in charge on any highway or other public place of any carriage, horse, cattle or steam engine",Licensing Act 1872 S.12
Drunkenness,14103,Being drunk when in possession of any loaded firearms,Licensing Act 1872 S.12
Drunkenness,14104,Refusing or failing when drunk to quit licensed premises when requested,Licensing Act 1964 S.174
Drunkenness,14105,Refusing or failing when drunk to quit any premises or place licensed under the Late Night Refreshment Houses Act 1969,Late Night Refreshment Houses Act 1969 S.9(4)
Drunkenness,14108,Being intoxicated while driving a hackney carriage,Town Police Clauses Act 1847 S.61
Drunkenness,14109,Being drunk during employment as a driver of a hackney carriage or as a driver or conductor of a stage carriage in the Metropolitan Police District,London Hackney Carriage Act 1843 S.28
Drunkenness,14110,"Being drunk etc. and persisting, after being refused admission on that account, in attempting to enter ship","Merchant Shipping Act 1995 SS.101(1)(a), (4) and (5)"
Drunkenness,14111,Being drunk on board a passenger ship and refusing to leave such a ship,"Merchant Shipping Act 1995 S.101(1)(b), (4) and (5)"
Drunkenness,14112,Being drunk in any highway or other public place or on licensed premises while having charge of a child under 7 years,Licensing Act 1902 S.2
Drunkenness,14120,"Drunkenness, with aggravations - All similar offences in Local Acts",
